TIME,RPM,TPS,Tensão_da_Bateria,Temp._do_motor,Temperatura_do_óleo,Temp._do_Ar,Pressão_de_Óleo,Pressão_diferencial_de_combustível,Sonda_Geral,Vazão_da_bancada_A,WPS,Pressão_do_freio,Pressão_da_embreagem,Amortecedor_dianteiro_esquerdo,Amortecedor_traseiro_esquerdo,Velocidade_da_roda_frontal_direita,Velocidade_da_roda_frontal_esquerda,Velocidade_da_roda_traseira_esquerda,Marcha,Força_G_aceleração,Força_G_lateral
195.320,7458,20.6,13.46,93.0,102.8,30.4,2.88,3.03,0.937,17.23,-80.74,21.1,12.7,53.370,56.870,33.7,0.0,48.6,1,-0.209,-1.371
195.360,7410,18.4,13.48,93.0,102.8,30.5,2.93,3.03,0.932,16.23,-75.92,22.8,12.4,53.390,56.960,34.4,0.0,40.0,1,-0.127,-1.322
195.400,7473,18.1,13.50,93.0,102.8,30.5,3.03,3.03,0.934,15.62,-70.31,22.3,12.3,53.450,56.930,34.9,0.0,21.6,1,-0.059,-1.357
195.440,7559,18.1,13.51,93.0,102.8,30.5,3.14,3.03,0.917,15.53,-67.29,22.0,12.5,53.400,56.900,35.3,0.0,22.7,1,-0.043,-1.382
195.480,7475,18.1,13.51,93.0,102.8,30.6,3.25,3.03,0.894,14.78,-67.10,23.0,12.8,53.310,56.840,36.1,0.0,33.9,2,-0.034,-1.358
195.520,7352,18.1,13.51,93.0,102.8,30.6,3.30,3.03,0.869,13.74,-68.10,21.5,13.1,53.340,56.900,35.2,0.0,47.3,1,0.001,-1.295
195.560,7314,18.1,13.51,93.0,102.7,30.7,3.37,3.03,0.855,14.10,-72.44,20.3,13.9,53.300,56.880,36.2,0.0,49.1,2,0.023,-1.283
195.600,7298,18.1,13.52,93.0,102.7,30.7,3.38,3.03,0.852,13.80,-74.22,22.9,13.7,53.370,56.840,37.1,0.0,49.2,2,0.031,-1.265
195.640,7326,18.1,13.52,93.0,102.7,30.7,3.38,3.03,0.856,13.54,-74.35,24.6,13.6,53.640,56.840,37.8,0.0,48.0,2,0.014,-1.279
195.680,7339,18.1,13.52,93.0,102.7,30.7,3.37,3.03,0.842,13.20,-74.39,23.1,13.9,53.700,56.930,37.5,0.0,39.5,2,-0.010,-1.317
195.720,7346,18.1,13.52,93.1,102.7,30.7,3.35,3.03,0.839,13.02,-74.39,24.8,14.7,53.580,56.930,38.3,0.0,19.4,2,-0.025,-1.351
195.760,7318,18.1,13.52,93.1,102.6,30.8,3.27,3.03,0.842,12.91,-74.36,24.4,14.4,53.450,56.910,37.0,0.0,15.9,2,-0.045,-1.367
195.800,7341,18.0,13.52,93.1,102.6,30.8,3.07,3.03,0.849,12.95,-74.39,22.2,14.4,53.370,56.850,37.2,0.0,18.1,2,-0.048,-1.359
195.840,7412,18.0,13.52,93.1,102.6,30.8,2.97,3.03,0.856,13.04,-74.39,22.2,14.3,53.330,56.870,38.4,0.0,21.6,2,-0.052,-1.341
195.880,7351,18.0,13.52,93.1,102.6,30.8,2.95,3.03,0.857,12.87,-74.38,23.5,14.2,53.340,56.900,38.9,0.0,32.8,2,-0.069,-1.327
195.920,7184,18.0,13.52,93.1,102.6,30.8,2.97,3.03,0.860,12.52,-74.32,22.6,14.2,53.430,57.000,39.4,0.0,44.3,2,-0.068,-1.311
195.960,7159,18.0,13.52,93.1,102.6,30.8,3.04,3.03,0.857,12.52,-74.32,21.9,14.0,53.330,56.990,39.5,0.0,45.9,2,-0.030,-1.330
196.000,7297,18.0,13.51,93.1,102.6,30.8,3.16,3.03,0.857,12.86,-74.26,23.9,14.3,53.310,56.960,40.5,0.0,45.9,2,-0.026,-1.346
196.040,7467,18.0,13.51,93.1,102.6,30.8,3.30,3.03,0.860,13.17,-74.34,24.2,14.2,53.310,56.930,40.7,0.0,42.0,2,-0.062,-1.358
196.080,7668,18.1,13.51,93.1,102.6,30.8,3.44,3.03,0.864,13.55,-74.27,23.1,14.3,53.490,56.960,40.5,0.0,36.6,2,-0.111,-1.399
196.120,7803,18.2,13.50,93.2,102.6,30.8,3.60,3.03,0.857,13.71,-73.70,24.6,14.2,53.550,57.060,39.5,0.0,48.2,2,-0.156,-1.448
196.160,7827,18.1,13.50,93.2,102.5,30.8,3.70,3.03,0.849,13.63,-73.12,24.7,14.2,53.670,57.230,39.1,0.0,49.9,1,-0.171,-1.481
196.200,7941,18.1,13.49,93.2,102.5,30.8,3.73,3.03,0.844,13.79,-73.11,22.3,14.1,53.370,57.200,39.3,0.0,49.5,2,-0.163,-1.468
196.240,7814,18.0,13.48,93.2,102.5,30.8,3.75,3.03,0.837,13.60,-72.99,20.3,14.4,53.400,57.110,38.7,0.0,41.5,2,-0.146,-1.192
196.280,7595,18.1,13.48,93.2,102.5,30.8,3.69,3.03,0.829,13.00,-72.95,20.0,12.9,53.340,57.110,38.4,0.0,23.4,2,-0.117,-1.123
196.320,7580,18.2,13.47,93.2,102.5,30.8,3.62,3.03,0.818,12.86,-72.81,19.9,13.5,53.610,57.110,38.1,0.0,28.4,2,-0.070,-1.166
196.360,7612,18.7,13.46,93.2,102.5,30.8,3.61,3.03,0.823,12.87,-72.64,19.2,14.1,53.750,57.060,39.0,0.0,45.5,2,-0.073,-1.236
196.400,7607,19.8,13.45,93.2,102.5,30.8,3.59,3.03,0.841,12.85,-72.50,20.7,14.2,53.480,57.090,39.1,0.0,41.5,2,-0.108,-1.318
196.440,7523,20.0,13.45,93.2,102.5,30.8,3.59,3.03,0.849,12.75,-71.46,20.2,13.9,53.420,57.120,38.3,0.0,26.7,2,-0.108,-1.329
196.480,7418,20.0,13.44,93.2,102.5,30.8,3.56,3.03,0.847,12.63,-69.88,18.4,13.8,53.330,57.030,39.2,0.0,21.9,2,-0.069,-1.307
196.520,7350,20.1,13.43,93.3,102.5,30.8,3.48,3.03,0.851,12.60,-67.70,21.0,12.9,53.330,57.030,38.8,0.0,25.6,2,-0.040,-1.275
196.560,7401,20.4,13.43,93.3,102.5,30.8,3.42,3.03,0.857,12.84,-63.74,22.1,13.4,53.520,57.020,41.1,0.0,26.0,2,-0.041,-1.288
196.600,7489,21.2,13.42,93.3,102.5,30.8,3.45,3.03,0.862,13.10,-56.75,19.8,14.3,53.610,57.030,42.3,0.0,26.1,2,-0.061,-1.321
196.640,7360,21.9,13.42,93.3,102.5,30.8,3.49,3.03,0.862,12.92,-50.83,21.5,14.4,53.660,57.080,39.5,0.0,26.1,2,-0.079,-1.342
196.680,7050,22.0,13.43,93.3,102.4,30.8,3.45,3.02,0.863,12.37,-47.11,22.3,14.4,53.670,57.110,39.8,0.0,26.1,2,-0.062,-1.341
196.720,6932,22.0,13.43,93.3,102.4,30.9,3.30,3.02,0.871,12.14,-46.15,20.0,14.2,53.390,57.140,38.9,0.0,26.0,2,-0.011,-1.354
196.760,6907,22.1,13.43,93.3,102.4,30.9,3.22,3.02,0.883,12.26,-46.06,20.7,14.8,53.330,57.140,39.6,0.0,25.8,2,0.019,-1.344
196.800,6880,22.4,13.42,93.3,102.4,30.9,3.16,3.02,0.911,12.35,-45.69,20.7,14.6,53.280,57.060,38.6,0.0,24.9,2,0.050,-1.289
196.840,6856,23.8,13.38,93.3,102.4,30.9,3.13,3.02,0.943,12.47,-41.49,19.8,14.5,53.400,57.110,38.9,0.0,18.9,2,0.081,-1.202
196.880,6842,30.2,13.34,93.4,102.4,30.9,3.13,3.02,0.971,13.14,-27.55,20.0,14.6,53.930,57.110,40.7,0.0,7.0,3,0.082,-1.207
196.920,6875,42.1,13.30,93.4,102.4,30.9,3.15,3.01,0.998,15.97,-10.91,19.8,14.5,54.050,57.080,42.4,0.0,11.0,2,0.059,-1.250
196.960,6921,44.9,13.26,93.4,102.4,30.9,3.15,2.98,1.013,20.38,-6.97,18.5,14.8,53.430,57.060,45.1,0.0,9.6,3,0.063,-1.106
197.000,7010,45.5,13.24,93.4,102.4,30.9,3.18,3.01,1.079,22.11,-7.10,16.2,15.0,53.270,56.930,45.4,0.0,9.3,2,0.107,-0.850
197.040,7013,46.0,13.28,93.4,102.4,30.9,3.23,3.01,1.089,25.05,-10.99,14.3,14.5,53.300,56.930,47.8,0.0,8.0,3,0.202,-0.690
197.080,7033,48.9,13.32,93.4,102.4,30.9,3.24,3.02,1.003,25.47,-14.95,13.3,13.7,53.280,56.840,49.6,0.0,5.1,3,0.260,-0.645
197.120,7126,56.7,13.36,93.5,102.4,31.0,3.27,3.02,0.941,26.09,-16.03,13.6,13.2,53.300,56.820,49.7,0.0,5.3,3,0.302,-0.576
197.160,7263,62.4,13.40,93.5,102.4,31.0,3.33,3.01,0.912,27.93,-17.95,13.4,14.0,53.300,56.640,50.2,0.0,7.2,3,0.329,-0.525
197.200,7409,63.2,13.43,93.5,102.4,31.0,3.44,3.02,0.900,27.52,-21.75,12.1,13.2,53.270,56.540,50.2,0.0,20.7,3,0.364,-0.485
197.240,7508,63.6,13.43,93.5,102.4,31.0,3.52,3.02,0.875,26.82,-23.04,11.8,13.4,53.300,56.550,53.0,0.0,50.0,3,0.415,-0.466
197.280,7675,64.8,13.44,93.5,102.4,31.0,3.58,3.02,0.869,27.42,-23.22,12.0,14.0,53.300,56.460,56.5,0.0,47.7,3,0.438,-0.460
197.320,7882,67.9,13.44,93.5,102.4,31.0,3.68,3.02,0.878,28.50,-23.32,12.3,14.6,53.340,56.390,53.7,0.0,48.7,3,0.429,-0.467
197.360,8005,70.1,13.44,93.5,102.3,31.0,3.77,3.02,0.876,29.84,-23.36,12.6,14.9,53.280,56.510,52.3,0.0,50.5,2,0.419,-0.470
197.400,8138,70.6,13.44,93.5,102.3,31.0,3.83,3.02,0.877,30.83,-23.42,11.8,14.4,53.310,56.490,54.4,0.0,51.4,3,0.429,-0.477
197.440,8290,70.8,13.44,93.5,102.3,31.0,3.88,3.01,0.891,32.67,-23.42,11.9,14.8,53.300,56.510,55.7,0.0,53.0,3,0.459,-0.478
197.480,8518,71.7,13.43,93.6,102.3,31.0,3.94,3.01,0.903,34.42,-23.41,11.9,14.3,53.300,56.420,56.6,0.0,53.9,3,0.517,-0.476
197.520,8780,73.9,13.42,93.6,102.3,31.1,4.15,3.01,0.906,33.32,-23.07,12.5,13.7,53.280,56.520,56.0,0.0,55.6,2,0.502,-0.530
197.560,8934,74.7,13.41,93.6,102.3,31.1,4.29,3.01,0.886,29.66,-22.60,11.8,14.4,53.310,56.750,56.6,0.0,56.3,2,0.504,-0.527
197.600,9090,74.8,13.40,93.6,102.3,31.1,4.39,3.01,0.866,29.20,-22.37,11.5,14.6,53.310,57.030,58.1,0.0,57.3,3,0.549,-0.475
197.640,9276,74.7,13.40,93.6,102.2,31.1,4.43,3.01,0.900,30.39,-19.41,11.8,14.9,53.300,56.870,57.8,0.0,56.1,2,0.547,-0.495
197.680,9550,74.7,13.40,93.6,102.2,31.1,4.52,3.01,0.927,33.00,-14.23,11.7,14.8,53.300,56.720,60.4,0.0,46.8,2,0.514,-0.539
197.720,9778,74.6,13.40,93.7,102.2,31.1,4.76,3.01,0.934,36.12,-7.68,11.7,15.9,53.280,56.780,61.9,0.0,25.3,2,0.505,-0.501
197.760,10035,74.3,13.40,93.7,102.2,31.1,4.90,3.01,0.931,39.15,-0.70,11.8,16.2,53.300,56.840,62.9,0.0,22.2,2,0.532,-0.446
197.800,10089,72.8,13.40,93.7,102.2,31.1,4.97,3.01,0.914,40.05,1.43,15.0,19.7,53.310,56.660,64.5,0.0,21.6,2,0.529,-0.311
197.840,9683,68.7,13.40,93.7,102.2,31.1,4.92,3.01,0.891,37.66,2.29,26.4,19.5,53.270,56.610,65.3,0.0,21.3,3,0.514,-0.267
197.880,9433,62.3,13.40,93.7,102.2,31.1,4.67,3.02,0.874,34.79,3.39,75.5,34.1,53.310,56.400,66.1,0.0,22.7,3,0.484,-0.252
197.920,9794,54.3,13.40,93.7,102.2,31.1,4.77,3.03,0.872,36.05,3.95,162.0,76.5,53.300,56.280,65.8,0.0,32.1,3,0.387,-0.201
197.960,9867,35.6,13.40,93.7,102.2,31.1,4.90,3.03,0.895,32.15,4.36,195.0,105.0,53.300,56.190,66.5,0.0,30.0,3,0.337,-0.134
198.000,9764,17.3,13.41,93.7,102.2,31.1,4.96,3.06,0.888,21.57,4.31,217.4,110.3,53.310,56.160,65.8,0.0,22.1,3,0.332,-0.067
198.040,9447,4.6,13.42,93.7,102.2,31.1,4.85,3.07,0.874,19.54,6.11,217.7,110.3,53.250,56.030,65.3,0.0,19.7,3,0.325,0.042
198.080,9187,0.9,13.43,93.7,102.2,31.0,4.71,3.07,0.860,16.20,11.06,228.5,99.9,53.330,55.370,67.2,0.0,22.0,3,0.295,0.126
198.120,8956,0.2,13.45,93.8,102.2,31.0,4.59,3.07,0.816,12.66,20.33,251.4,97.0,53.270,54.810,64.7,0.0,22.2,3,0.188,0.190
198.160,8731,0.1,13.46,93.8,102.2,31.0,4.53,3.06,0.809,10.33,29.15,263.5,94.6,53.250,54.620,65.5,0.0,23.0,3,0.043,0.314
198.200,8572,0.0,13.47,93.8,102.2,31.0,4.43,3.06,0.849,8.93,34.70,244.0,91.3,53.310,54.600,65.0,0.0,31.6,3,-0.100,0.497
198.240,8501,0.0,13.48,93.8,102.2,30.9,4.35,3.06,0.886,8.10,34.68,213.4,82.8,53.280,54.590,65.0,0.0,51.8,3,-0.229,0.661
198.280,8263,0.1,13.48,93.8,102.2,30.9,4.25,3.06,0.932,7.36,34.48,147.7,66.4,53.280,54.590,64.8,0.0,54.6,4,-0.358,0.795
198.320,8025,0.4,13.49,93.8,102.2,30.9,4.06,3.06,0.978,6.71,32.96,65.9,32.5,53.280,54.510,67.0,0.0,54.0,4,-0.395,0.885
198.360,7836,2.4,13.49,93.8,102.2,30.8,3.83,3.05,1.047,6.40,27.44,38.4,18.9,53.310,54.510,67.6,0.0,52.0,4,-0.400,0.950
198.400,7740,7.7,13.49,93.8,102.2,30.8,3.37,3.02,1.113,6.81,16.37,33.1,15.6,53.310,54.540,67.3,0.0,50.8,4,-0.404,1.002
198.440,7691,10.9,13.48,93.8,102.2,30.7,2.87,2.99,1.145,8.43,10.60,31.0,14.0,53.270,54.590,67.4,0.0,50.7,4,-0.408,1.030
198.480,7801,12.3,13.47,93.9,102.2,30.7,2.87,2.98,1.151,8.81,10.52,34.1,14.1,53.270,54.590,66.5,0.0,51.0,4,-0.421,0.992
198.520,7958,13.9,13.46,93.9,102.2,30.7,3.35,2.99,1.144,8.77,12.93,31.8,14.8,53.300,54.600,65.7,0.0,52.8,4,-0.425,0.987
198.560,8007,14.3,13.45,93.9,102.2,30.6,3.63,2.99,1.006,8.82,14.06,34.7,14.0,53.300,54.500,64.1,0.0,56.1,4,-0.429,1.005
198.600,8000,14.4,13.44,93.9,102.2,30.6,3.61,3.01,0.816,9.21,15.31,32.1,14.7,53.310,54.560,63.9,0.0,53.1,4,-0.420,1.063
198.640,8002,14.7,13.43,93.9,102.2,30.6,3.20,3.03,0.807,9.48,18.06,34.4,14.6,53.450,54.500,63.2,0.0,51.9,4,-0.395,1.065
198.680,8037,15.6,13.41,93.9,102.2,30.5,2.89,3.04,0.820,9.69,25.35,31.5,14.3,53.450,54.510,62.7,0.0,49.6,4,-0.355,1.078
198.720,8130,17.0,13.40,94.0,102.2,30.5,2.51,3.05,0.824,10.44,34.60,34.2,14.8,53.310,54.570,60.6,0.0,45.1,3,-0.313,1.081
198.760,8256,17.9,13.38,94.0,102.2,30.5,2.19,3.05,0.819,11.19,37.03,34.8,14.3,53.340,54.570,58.8,0.0,39.4,3,-0.292,1.066
198.800,8421,18.8,13.37,94.0,102.2,30.4,2.06,3.04,0.806,12.00,36.91,37.5,14.5,53.400,54.510,59.0,0.0,52.5,3,-0.292,1.096
198.840,8587,19.3,13.38,94.0,102.2,30.4,2.05,3.05,0.791,12.77,36.69,38.1,14.0,53.360,54.530,59.2,0.0,54.3,3,-0.293,1.157
198.880,8765,19.6,13.38,94.0,102.2,30.4,2.12,3.05,0.778,13.66,36.67,36.7,13.8,53.280,54.560,59.7,0.0,55.7,3,-0.283,1.201
198.920,8855,20.0,13.39,94.1,102.2,30.4,2.45,3.05,0.768,14.11,36.78,34.7,14.3,53.270,54.560,58.1,0.0,58.6,3,-0.248,1.170
198.960,8779,20.3,13.39,94.1,102.2,30.4,2.89,3.05,0.772,14.09,36.86,31.2,14.2,53.370,54.590,59.6,0.0,62.4,3,-0.186,1.123
199.000,8719,20.3,13.40,94.1,102.2,30.4,3.25,3.04,0.774,14.06,36.04,31.7,13.5,53.370,54.600,60.3,0.0,60.0,3,-0.121,1.109
199.040,8767,20.4,13.40,94.1,102.2,30.4,3.49,3.04,0.780,14.31,35.84,30.9,14.3,53.400,54.600,60.0,0.0,61.9,3,-0.071,1.089
199.080,8784,20.7,13.41,94.1,102.2,30.5,3.62,3.05,0.791,14.51,35.51,32.7,14.7,53.450,54.680,61.3,0.0,56.6,3,-0.070,1.083
199.120,8760,20.8,13.41,94.2,102.2,30.5,3.69,3.05,0.799,14.57,35.09,32.8,14.5,53.250,54.570,62.3,0.0,49.2,3,-0.057,1.076
199.160,8797,20.9,13.41,94.2,102.2,30.5,3.78,3.05,0.808,14.75,34.63,30.7,14.8,53.460,54.590,60.9,0.0,31.7,3,-0.046,1.071
199.200,8757,21.0,13.41,94.2,102.2,30.5,3.72,3.05,0.815,14.73,31.00,32.2,15.0,53.450,54.590,59.6,0.0,26.7,3,-0.034,1.051
199.240,8733,21.2,13.41,94.2,102.2,30.5,3.58,3.05,0.822,14.77,23.22,32.2,15.2,53.390,54.650,59.7,0.0,37.8,3,-0.023,1.088
199.280,8718,21.8,13.40,94.2,102.2,30.5,3.43,3.05,0.827,14.87,12.59,30.7,15.1,53.460,54.620,60.2,0.0,47.4,3,-0.017,1.130
199.320,8708,22.7,13.39,94.3,102.2,30.6,3.20,3.05,0.834,14.89,-0.45,28.4,14.6,53.390,54.590,60.7,0.0,41.1,3,-0.005,1.118
199.360,8644,24.4,13.39,94.3,102.2,30.6,2.82,3.05,0.837,14.95,-9.52,19.8,14.4,53.420,54.620,62.0,0.0,48.6,3,0.039,0.755
199.400,8580,27.7,13.39,94.3,102.2,30.6,2.57,3.04,0.842,15.23,-11.61,13.1,14.2,53.420,54.650,61.3,0.0,40.7,3,0.085,0.543
199.440,8558,31.6,13.40,94.3,102.2,30.6,2.35,3.03,0.847,16.55,-10.27,11.4,14.0,53.340,54.650,61.0,0.0,47.3,3,0.144,0.358
199.480,8624,33.5,13.41,94.3,102.2,30.6,2.22,3.02,0.861,19.35,-0.02,12.6,13.6,53.330,54.620,62.9,0.0,41.1,3,0.163,0.295
199.520,8754,34.4,13.42,94.3,102.2,30.7,2.21,3.02,0.897,20.82,12.62,13.7,14.7,53.280,54.720,66.2,0.0,53.7,4,0.148,0.275
199.560,8819,34.5,13.43,94.3,102.2,30.7,2.21,3.02,0.917,21.59,19.69,15.9,15.1,53.250,54.690,62.9,0.0,56.7,3,0.158,0.363
199.600,8909,34.6,13.43,94.3,102.2,30.7,2.38,3.03,0.921,21.51,21.18,15.6,14.8,53.220,54.860,61.3,0.0,57.3,3,0.177,0.472
199.640,9057,34.7,13.43,94.3,102.2,30.7,2.67,3.04,0.925,20.55,21.39,16.4,14.5,53.270,54.740,63.9,0.0,57.5,3,0.197,0.532
199.680,9245,34.8,13.43,94.4,102.2,30.7,3.06,3.04,0.933,20.75,21.54,14.9,15.6,53.300,54.660,65.1,0.0,56.2,3,0.205,0.555
199.720,9395,34.8,13.43,94.4,102.2,30.8,3.45,3.04,0.956,21.10,21.82,16.3,17.5,53.270,54.590,66.1,0.0,46.2,3,0.201,0.580
199.760,9539,34.7,13.43,94.4,102.2,30.8,3.83,3.04,0.994,21.84,20.87,16.0,17.9,53.270,54.600,66.3,0.0,26.2,3,0.201,0.644
199.800,9623,34.6,13.43,94.4,102.2,30.8,4.18,3.04,1.020,22.36,17.04,18.2,17.3,53.250,54.620,67.3,0.0,30.2,3,0.196,0.727
199.840,9613,34.3,13.44,94.4,102.2,30.8,4.44,3.04,1.017,22.43,12.45,17.0,16.3,53.360,54.600,66.1,0.0,23.8,3,0.221,0.748
199.880,9657,33.5,13.44,94.4,102.1,30.8,4.60,3.04,1.010,22.58,8.19,19.2,16.9,53.270,54.620,65.4,0.0,29.1,3,0.275,0.742
199.920,9671,29.8,13.45,94.5,102.1,30.9,4.66,3.04,1.000,22.57,4.17,19.0,17.5,53.310,54.620,66.9,0.0,24.0,3,0.314,0.703
199.960,9698,19.8,13.45,94.5,102.1,30.9,4.63,3.04,0.993,20.71,1.65,28.3,21.1,53.330,54.650,65.2,0.0,33.9,3,0.337,0.621
200.000,9604,9.4,13.46,94.5,102.1,30.9,4.35,3.06,0.984,16.61,-1.88,48.7,28.5,53.370,54.630,66.4,0.0,34.7,3,0.354,0.558
200.040,9466,1.5,13.46,94.5,102.1,30.9,3.67,3.06,0.960,16.69,-4.60,75.2,39.2,53.360,54.980,66.6,0.0,34.3,3,0.334,0.367
200.080,9250,0.4,13.46,94.5,102.1,30.9,3.16,3.07,0.939,13.54,-5.26,80.8,41.8,53.300,54.840,68.4,0.0,29.6,3,0.243,0.079
200.120,9065,0.1,13.46,94.6,102.1,30.9,2.92,3.06,0.861,10.95,-5.67,76.4,38.4,53.360,55.070,70.2,0.0,18.7,3,0.127,0.036
200.160,8927,0.2,13.46,94.6,102.1,31.0,2.79,3.06,0.823,9.44,-8.16,63.3,31.9,53.270,55.010,69.5,0.0,17.7,4,0.031,-0.080
200.200,8978,1.0,13.46,94.6,102.1,31.0,2.97,3.06,0.834,8.66,-14.65,55.0,20.9,53.330,54.980,67.3,0.0,20.7,3,-0.032,-0.218
200.240,9053,3.1,13.43,94.6,102.1,30.9,3.25,3.06,0.872,8.05,-21.38,53.0,18.9,53.460,54.750,66.4,0.0,26.3,3,-0.141,-0.432
200.280,9095,4.5,13.41,94.6,102.1,30.9,3.54,3.05,0.926,7.42,-25.66,52.0,17.1,53.790,54.980,65.7,0.0,19.5,3,-0.255,-0.547
200.320,9130,6.5,13.39,94.6,102.1,30.9,3.82,3.05,0.995,7.11,-29.11,51.8,17.6,53.780,55.280,64.8,0.0,29.4,3,-0.298,-0.577
200.360,9074,11.7,13.37,94.6,102.1,30.9,4.02,3.05,1.104,7.86,-29.56,51.3,17.2,53.850,55.500,63.8,0.0,54.6,3,-0.375,-0.717
200.400,8937,16.3,13.36,94.6,102.1,30.9,4.03,3.04,1.080,10.15,-29.70,50.9,17.4,53.870,55.440,63.4,0.0,60.0,3,-0.425,-0.786
200.440,8885,18.3,13.38,94.6,102.1,30.8,3.92,3.03,0.868,10.46,-30.48,50.9,17.1,53.760,55.530,62.7,0.0,59.9,3,-0.440,-0.865
200.480,9004,18.4,13.40,94.6,102.1,30.8,3.59,3.03,0.766,11.20,-33.97,50.9,17.0,53.820,55.790,64.4,0.0,58.8,3,-0.433,-0.893
200.520,9146,16.9,13.42,94.7,102.1,30.8,3.02,3.03,0.788,12.62,-37.04,51.8,16.5,54.240,56.160,67.1,0.0,51.1,3,-0.425,-0.959
200.560,9255,12.6,13.44,94.7,102.1,30.7,2.69,3.04,0.806,13.38,-41.41,51.4,16.5,54.180,56.040,62.3,0.0,30.5,3,-0.421,-1.042
200.600,9258,6.9,13.45,94.7,102.1,30.7,2.41,3.04,0.785,12.61,-51.75,51.5,16.9,53.820,56.270,62.0,0.0,18.7,3,-0.395,-1.113
200.640,9057,1.1,13.43,94.7,102.1,30.7,2.31,3.05,0.764,11.25,-65.26,48.7,15.7,53.780,56.270,61.2,0.0,18.3,3,-0.363,-1.130
200.680,8832,0.4,13.42,94.7,102.1,30.7,2.07,3.05,0.752,9.67,-73.14,50.2,16.0,53.760,56.160,58.6,0.0,21.1,3,-0.344,-1.205
200.720,8538,0.5,13.40,94.7,102.2,30.7,2.00,3.05,0.756,8.49,-74.59,49.8,16.5,53.810,56.240,56.4,0.0,23.6,3,-0.342,-1.302
200.760,8269,2.8,13.39,94.7,102.1,30.6,2.08,3.04,0.780,7.81,-74.95,51.7,15.4,53.940,56.480,55.2,0.0,25.5,3,-0.354,-1.345
200.800,8141,8.3,13.38,94.7,102.1,30.6,2.07,3.04,0.814,8.00,-74.75,48.8,15.1,54.050,56.540,56.5,0.0,15.9,3,-0.360,-1.371
200.840,8087,10.1,13.39,94.7,102.1,30.6,2.04,3.04,0.860,9.31,-72.94,51.8,15.1,54.390,56.450,55.5,0.0,18.6,3,-0.385,-1.391
200.880,7954,11.1,13.40,94.7,102.1,30.7,2.08,3.03,0.903,9.06,-71.45,47.6,14.9,54.590,56.420,52.1,0.0,18.7,3,-0.429,-1.425
200.920,7864,11.5,13.41,94.7,102.1,30.7,2.06,3.03,0.830,8.90,-70.91,51.4,15.3,54.390,56.460,51.1,0.0,17.7,3,-0.467,-1.460
200.960,7846,11.7,13.43,94.7,102.1,30.7,1.99,3.04,0.764,8.79,-70.50,48.7,15.4,54.240,56.400,50.8,0.0,16.2,2,-0.480,-1.439
201.000,7871,12.4,13.44,94.7,102.1,30.7,1.89,3.04,0.794,9.01,-70.12,52.4,15.6,54.450,56.460,52.7,0.0,18.8,3,-0.480,-1.402
201.040,7874,14.4,13.44,94.7,102.1,30.7,1.85,3.03,0.816,9.15,-69.71,51.1,15.5,54.590,56.450,52.4,0.0,26.2,3,-0.489,-1.413
201.080,7891,17.2,13.44,94.7,102.1,30.7,1.86,3.03,0.820,9.32,-69.01,49.6,15.5,54.840,56.430,50.5,0.0,48.4,2,-0.489,-1.456
201.120,7964,20.5,13.45,94.7,102.1,30.7,1.96,3.03,0.820,10.35,-68.48,50.9,15.5,55.070,56.400,51.2,0.0,51.7,3,-0.502,-1.511
201.160,8134,22.4,13.45,94.7,102.1,30.7,2.03,3.02,0.816,11.77,-68.44,47.4,14.9,54.890,56.540,51.2,0.0,53.2,2,-0.537,-1.567
201.200,8371,22.7,13.46,94.7,102.1,30.7,2.09,3.01,0.801,13.47,-68.33,44.2,14.7,54.180,56.750,48.7,0.0,53.2,2,-0.506,-1.542
201.240,8590,22.8,13.46,94.7,102.1,30.7,2.20,3.02,0.801,14.52,-66.66,38.0,13.3,53.970,56.730,46.6,0.0,55.8,2,-0.426,-1.382
201.280,8736,22.7,13.46,94.7,102.1,30.7,2.39,3.03,0.824,15.07,-58.68,38.0,13.2,54.420,56.640,45.3,0.0,48.6,2,-0.377,-1.328
201.320,8973,22.8,13.46,94.7,102.1,30.7,2.57,3.03,0.841,15.71,-47.26,39.2,12.2,54.390,56.540,49.0,0.0,35.1,2,-0.361,-1.369
201.360,9089,22.8,13.47,94.7,102.1,30.7,2.70,3.03,0.851,15.99,-38.56,40.5,12.7,54.180,56.580,49.2,0.0,33.4,2,-0.368,-1.449
201.400,9007,22.8,13.47,94.7,102.1,30.7,2.79,3.03,0.860,15.80,-34.18,39.5,13.9,54.080,56.900,47.4,0.0,32.8,2,-0.346,-1.466
201.440,8860,22.8,13.47,94.7,102.1,30.7,2.93,3.03,0.873,15.56,-33.82,38.7,14.0,54.000,57.230,44.9,0.0,29.9,2,-0.233,-1.445
201.480,8859,22.8,13.48,94.7,102.1,30.8,3.11,3.03,0.881,15.59,-33.80,36.8,13.9,53.990,57.180,42.4,0.0,24.0,1,-0.163,-1.459
201.520,8934,22.8,13.48,94.7,102.1,30.8,3.27,3.03,0.882,15.79,-34.10,36.0,14.0,53.790,57.060,43.4,0.0,32.9,1,-0.113,-1.456
201.560,8796,22.8,13.48,94.7,102.1,30.8,3.37,3.03,0.879,15.55,-34.21,33.3,13.3,53.610,56.940,45.0,0.0,55.0,2,-0.097,-1.407
201.600,8494,22.8,13.48,94.7,102.1,30.8,3.45,3.02,0.879,15.10,-34.09,28.7,13.1,53.520,57.230,45.9,0.0,56.5,2,-0.027,-1.376
